AnthroposophyMedMed,AnthroposophyMedTherapy,Autohaemotherapy,Ayurveda,BMI,Baden_Württemberg,Bayern,Berlin,Brandenburg,Bremen,Cancer_screening,Chelattherapie,Child_UG,Doc_search,EmerencyService_Abroad,Feldenkrais,GKVname,Generika,Hamburg,Health_checkUp,Hessen,HomoeopathyMed,HomoeopathyTherapy,Irisdiagnostic,Lighttherapy,MVP,NRW,Niedersachsen,Osteopathy,Physiotherapy,Premium_rate,Replexmassage,Rheinland_Pfalz,Saarland,Sachsen,Sachsen_Anhalt,Schleswig_Holtstein,Shiatsu,TCM,Thüringen,Travel_vacc,Vaccine,adjuvant,alter_cancerMed,alter_cancerTherapy,appointment_help,careReminderService,gym,hospital_search,medical_phoneInfo,non_smoker,online_branch,pharmacy,prevention,reciept_online,reha_search,service_hotline,skinCancer,sport_club,sport_ensigh,teeth_clean,yearly_dentist
"Ja, max. 80,00 % und max. 500,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,ja,False,False,False,False,False,ja,Nein,ja,ja,ja,Nein,AOK - Die Gesundheitskasse für Niedersachsen,nein,False,ja,False,"Ja, max. 80,00 % und max. 500,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 500,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,False,False,True,"Ja, max. 80,00 % und max. 500,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 500,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,40% ",Nein,False,False,False,False,False,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 80,00% aber maximal 500,00 EUR. Übernahme im Rahmen eines",,nein,Nein,Nein,nein,ja,ja,ja,"ja, die medizinische Infohotline der AOK - Die Gesundheitskasse für Niedersachsen ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der AOK - Die Gesundheitskasse für Niedersachsen unter 0800 0265637  ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,ja,False,False,False,False,False,ja,Nein,ja,nein,nein,Nein,TBK Thüringer Betriebskrankenkasse,nein,False,ja,False,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,False,False,False,"Ja, max. 90,00 % und max. 400,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,"15,40% ",Nein,False,False,True,False,False,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 400,00 EUR. Übernahme im Rahmen eines",,keine Angabe,Nein,Nein,ja,ja,ja,nein,nein,ja,nein,ja,ja,nein,ja,Das Service-Telefon der TBK Thüringer Betriebskrankenkasse unter 0800-2558324 ist wie folgt erreichbar:,ja,ja,ja,nein,ja
Nein,Nein,Nein,Nein,ja,True,True,True,False,True,nein,Nein,ja,ja,nein,Nein,SKD BKK,nein,True,ja,True,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,True,True,"Ja, max. 90,00 % und max. 210,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,30% ",Nein,False,True,True,False,True,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,nein,Nein,Nein,ja,ja,ja,ja,nein,ja,nein,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9, U10, U11, J1",ja,nein,ja,Das Service-Telefon der SKD BKK unter 09721-94490 ist wie folgt erreichbar:,ja,ja,nein,nein,nein
Nein,Nein,Nein,Nein,ja,True,True,True,True,True,ja,Nein,nein,ja,nein,Nein,Audi BKK,nein,True,nein,True,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 100,00 % und max. 120,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,"15,30% ",Nein,True,True,True,True,True,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 200,00 EUR.",,nein,Nein,Nein,ja,ja,nein,ja,"ja, die medizinische Infohotline der Audi BKK ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der Audi BKK unter 0841 887-887 ist wie folgt erreichbar:,ja,ja,ja,nein,nein
Nein,"Nein, aber Bezuschussung im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines",ja,True,True,True,True,True,ja,"Nein, aber Bezuschussung im Rahmen eines",ja,ja,nein,Nein,BKK VerbundPlus,nein,True,ja,True,Nein,"Ja, max. 100,00 % bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 80,00 % und max. 360,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,30% ",Nein,True,True,True,True,True,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",Keiner.,nein,Nein,"Nein, aber Bezuschussung im Rahmen eines",ja,ja,ja,ja,"ja, die medizinische Infohotline der BKK VerbundPlus ist durchschnittlich 12 Stunden an 5 Tagen die Woche erreichbar",ja,nein,ja,ja,nein,ja,Das Service-Telefon der BKK VerbundPlus unter 0 800 / 22 34 987 ist wie folgt erreichbar:,ja,ja,ja,ja,ja
Nein,Nein,Nein,Nein,ja,True,False,False,False,False,ja,Nein,ja,ja,nein,Nein,BKK Schwarzwald-Baar-Heuberg,nein,False,nein,False,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,False,False,"Ja, max. 80,00 % und max. 50,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,30% ",Nein,False,False,False,False,False,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,nein,Nein,Nein,nein,keine Angabe,ja,ja,nein,ja,nein,ja,ja,keine Angabe,ja,Das Service-Telefon der BKK Schwarzwald-Baar-Heuberg unter 0 7425 94003 0 ist wie folgt erreichbar:,ja,ja,ja,nein,ja
Nein,Nein,Nein,Nein,ja,False,True,False,False,False,ja,Nein,ja,nein,nein,Nein,BKK Faber-Castell & Partner,nein,False,nein,False,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,False,False,"Ja, max. 80,00 % und max. 360,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,25% ",Nein,False,False,False,False,False,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,nein,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",ja,ja,ja,ja,"ja, die medizinische Infohotline der BKK Faber-Castell & Partner ist durchschnittlich 7 Stunden an 5 Tagen die Woche erreichbar",ja,nein,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9, J1",ja,nein,ja,Das Service-Telefon der BKK Faber-Castell & Partner unter 09921 9602-0 ist wie folgt erreichbar:,ja,ja,ja,nein,nein
"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Schwangere und 12-18-jährige)",Nein,Nein,Nein,ja,False,False,False,False,False,ja,Nein,ja,ja,ja,Nein,AOK PLUS,ja,False,ja,False,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Schwangere und 12-18-jährige)","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,False,False,"Ja, max. 90,00 % und max. 180,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Schwangere und 12-18-jährige)","15,20% ",Nein,False,False,True,False,False,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,ja,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der AOK PLUS ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der AOK PLUS unter 0800 105 9000 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
Nein,Nein,Nein,Nein,ja,True,True,True,True,True,nein,Nein,nein,nein,nein,Nein,BKK firmus,ja,True,nein,True,"Ja, max. 100,00 % bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 100,00 % und max. 30,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,20% ",Nein,True,True,True,True,True,Nein,Nein,True,"Ja, welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,nein,Nein,Nein,ja,nein,ja,ja,"ja, die medizinische Infohotline der BKK firmus ist durchschnittlich 9 Stunden an 5 Tagen die Woche erreichbar",ja,ja,ja,ja,nein,ja,Das Service-Telefon der BKK firmus unter 0421 64343 ist wie folgt erreichbar:,ja,ja,ja,ja,ja
"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",keine Angabe,keine Angabe,keine Angabe,ja,True,True,True,True,True,ja,keine Angabe,ja,ja,ja,keine Angabe,IKK gesund plus,nein,True,ja,True,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % und max. 255,65 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",keine Angabe,keine Angabe,True,True,True,"Ja, max. 80,00 % und max. 360,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,20% ",keine Angabe,True,True,True,True,True,keine Angabe,keine Angabe,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,keine Angabe,keine Angabe,keine Angabe,ja,ja,ja,ja,"ja, die medizinische Infohotline der IKK gesund plus ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,nein,ja,Das Service-Telefon der IKK gesund plus unter 0800-8579840 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,nein,nein
Nein,Nein,Nein,Nein,ja,True,False,False,False,False,ja,Nein,ja,nein,nein,Nein,BKK Scheufelen,nein,False,ja,False,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,False,False,"Ja, max. 80,00 % und max. 240,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,20% ",Nein,False,False,False,False,False,Nein,Nein,False,"Ja, für eine Auswahl der Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 100,00 EUR.",,nein,Nein,Nein,ja,ja,ja,nein,"ja, die medizinische Infohotline der BKK Scheufelen ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,nein,nein,Das Service-Telefon der BKK Scheufelen unter 0800-255-2965 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,nein,nein
"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines",ja,True,True,True,True,True,ja,Nein,ja,ja,ja,"Nein, aber Bezuschussung im Rahmen eines",hkk Krankenkasse,nein,True,ja,True,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Nein, aber Bezuschussung im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines",True,True,True,"Ja, max. 80,00 % und max. 120,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,19% ","Nein, aber Bezuschussung im Rahmen eines",True,True,True,True,True,"Nein, aber Bezuschussung im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines",True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 80,00%.",,nein,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Nein, aber Bezuschussung im Rahmen eines",ja,ja,ja,ja,"ja, die medizinische Infohotline der hkk Krankenkasse ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der hkk Krankenkasse unter  0800-2555444 ist wie folgt erreichbar:,ja,ja,ja,nein,nein
"Ja, max. 75,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,keine Angabe,False,False,False,False,False,ja,Nein,nein,ja,nein,Nein,BKK EUREGIO,nein,True,keine Angabe,False,"Ja, max. 75,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,True,False,"Ja, max. 80,00 % und max. 360,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 75,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,18% ",Nein,False,False,False,False,False,"Ja, max. 100,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Kinder bis zum 3. Lebensjahr)",Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",Keiner.,keine Angabe,Nein,Nein,ja,ja,keine Angabe,ja,nein,keine Angabe,nein,ja,ja,keine Angabe,ja,Das Service-Telefon der BKK EUREGIO unter 02452-153501 ist wie folgt erreichbar:,ja,keine Angabe,ja,keine Angabe,keine Angabe
"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,ja,False,True,False,False,False,ja,Nein,nein,ja,nein,Nein,BKK Akzo Nobel Bayern,nein,False,nein,False,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % und max. 250,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,False,False,False,"Ja, max. 100,00 % und max. 150,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,10% ",Nein,False,False,False,False,False,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 90,00%.",,nein,Nein,Nein,nein,ja,nein,ja,"ja, die medizinische Infohotline der BKK Akzo Nobel Bayern ist durchschnittlich 9 Stunden an 5 Tagen die Woche erreichbar",nein,nein,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9, J1",ja,nein,ja,Das Service-Telefon der BKK Akzo Nobel Bayern unter 06022-7069200 ist wie folgt erreichbar:,ja,nein,ja,nein,nein
"Ja, max. 100,00 % und max. 20,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte 12-17 Jahre) im Rahmen eines",Nein,"Ja, max. 100,00 % und max. 50,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,ja,False,False,False,False,False,ja,Nein,ja,ja,nein,"Ja, max. 100,00 % und max. 50,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",AOK Sachsen-Anhalt,nein,False,ja,False,"Ja, max. 100,00 % und max. 20,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte 12-17) im Rahmen eines",Nein,Nein,"Ja, max. 100,00 % und max. 50,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",False,False,False,"Ja, max. 100,00 % und max. 240,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 20,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte 12-17 Jahre) im Rahmen eines","14,90% ","Ja, max. 100,00 % und max. 50,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",False,False,False,True,False,Nein,Nein,False,"Ja, welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 50,00 EUR. Übernahme im Rahmen eines",,ja,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der AOK Sachsen-Anhalt ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,nein,ja,Das Service-Telefon der AOK Sachsen-Anhalt unter 0800 226 5726 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
